demand_node_index,truck_node_index,distance,scaled_demand
demand11,truck33,327.01350175334073,0
demand11,truck34,263.2293076919011,8
demand11,truck36,277.13499360447656,5
demand11,truck37,357.8787458582742,0
demand11,truck43,387.5880725218448,0
demand11,truck45,376.52075527630336,0
demand11,truck52,149.26205273274894,34
demand11,truck53,149.68702770771952,34
demand11,truck54,139.45506613324417,36
demand11,truck44,172.61007621234842,29
demand11,truck55,375.9930859649996,0
demand12,truck0,346.7009090858781,0
demand12,truck6,277.4294629800088,5
demand12,truck12,149.95678459615428,34
demand12,truck14,168.1753919920475,30
demand12,truck15,95.48965041695907,45
demand12,truck16,175.56956527748537,28
demand12,truck19,298.96113918771937,0
demand12,truck20,337.6923443249643,0
demand12,truck23,227.72338386867588,16
demand12,truck26,300.17523734855166,0
demand12,truck28,352.54960010179394,0
demand12,truck29,322.92700485598783,0
demand12,truck33,437.99211398075084,0
demand12,truck34,374.2079199193112,0
demand12,truck36,388.1136058318867,0
demand12,truck37,418.23565010537266,0
demand12,truck43,498.56668474925493,0
demand12,truck45,487.4993675037135,0
demand12,truck52,177.67548996732467,28
demand12,truck53,148.45700307461814,34
demand12,truck54,250.43367836065423,11
demand12,truck44,283.58868843975847,4
demand12,truck55,486.9716981924097,0
demand13,truck0,461.7683055719686,0
demand13,truck6,392.4968594660993,0
demand13,truck12,284.9571022083286,3
demand13,truck14,243.77352546044855,11
demand13,truck15,171.08778388536015,26
demand13,truck16,85.89880777308434,40
demand13,truck19,209.29038168331834,18
demand13,truck20,248.02158682056339,10
demand13,truck23,276.80754018504973,5
demand13,truck26,312.92349543757956,0
demand13,truck28,314.3729473405976,0
demand13,truck29,234.12864411447984,13
demand13,truck33,349.1937532392428,0
demand13,truck34,285.4095591778032,3
demand13,truck36,299.31524509037865,0
demand13,truck37,380.0589973441763,0
demand13,truck43,409.7683240077469,0
demand13,truck45,398.70100676220545,0
demand13,truck52,171.44230421865103,26
demand13,truck53,197.54115939099202,20
demand13,truck54,161.63531761914626,28
demand13,truck44,194.7903276982505,21
demand13,truck55,398.17333745090167,0
demand15,truck0,237.44222434708465,6
demand15,truck6,168.17077824121534,13
demand15,truck12,176.46145197441737,12
demand15,truck14,106.83487901464807,19
demand15,truck15,183.87313538616624,12
demand15,truck16,263.9530502466925,4
demand15,truck19,387.3446241569265,0
demand15,truck20,426.07582929417146,0
demand15,truck23,167.2672402979919,13
demand15,truck26,239.71909377786767,6
demand15,truck28,334.64298820599686,0
demand15,truck29,411.31048982519496,0
demand15,truck33,526.375598949958,0
demand15,truck34,462.59140488851835,0
demand15,truck36,476.4263819913187,0
demand15,truck37,400.3290382095756,0
demand15,truck43,586.879460908687,0
demand15,truck45,575.8828524729206,0
demand15,truck52,266.05897493653185,3
demand15,truck53,236.8404880438253,6
demand15,truck54,338.81716332986133,0
demand15,truck44,371.9721734089656,0
demand15,truck55,575.3551831616168,0
demand16,truck0,249.40327718481623,19
demand16,truck6,180.13183107894693,45
demand16,truck12,259.0836657246171,15
demand16,truck14,82.38423764917482,75
demand16,truck15,159.422494020693,53
demand16,truck16,239.50240888121925,23
demand16,truck19,362.89398279145325,0
demand16,truck20,401.6251879286982,0
demand16,truck23,142.81659893251864,59
demand16,truck26,215.26845241239442,32
demand16,truck28,310.1923468405236,0
demand16,truck29,386.8598484597217,0
demand16,truck33,501.92495758448473,0
demand16,truck34,438.1407635230451,0
demand16,truck36,451.97574062584545,0
demand16,truck37,375.8783968441023,0
demand16,truck43,562.4288195432136,0
demand16,truck45,551.4322111074474,0
demand16,truck52,241.60833357105858,22
demand16,truck53,212.38984667835206,33
demand16,truck54,314.3665219643881,0
demand16,truck44,347.52153204349236,0
demand16,truck55,550.9045417961436,0
demand17,truck0,357.4541512655187,0
demand17,truck6,288.1827051596494,3
demand17,truck12,316.15879922944094,0
demand17,truck14,139.45937115399866,44
demand17,truck15,216.49762752551683,23
demand17,truck16,296.5775423860431,1
demand17,truck19,419.9691162962771,0
demand17,truck20,458.70032143352205,0
demand17,truck23,112.76461203015802,51
demand17,truck26,185.21646551003386,32
demand17,truck28,280.14035993816304,5
demand17,truck29,357.0710837879117,0
demand17,truck33,472.1361929126747,0
demand17,truck34,408.35199885123507,0
demand17,truck36,421.9237537234849,0
demand17,truck37,345.82640994174176,0
demand17,truck43,532.3768326408532,0
demand17,truck45,521.6434464356373,0
demand17,truck52,211.8195688992485,24
demand17,truck53,182.601082006542,32
demand17,truck54,284.57775729257804,4
demand17,truck44,317.7327673716823,0
demand17,truck55,521.1157771243335,0
demand18,truck0,381.4984956412961,0
demand18,truck6,312.2270495354268,0
demand18,truck12,204.68729227765607,7
demand18,truck14,163.50371552977603,10
demand18,truck15,90.81797395468759,15
demand18,truck16,170.8978888152139,10
demand18,truck19,294.2894627254479,0
demand18,truck20,333.02066786269285,0
demand18,truck23,155.24739378315743,11
demand18,truck26,227.69924726303321,5
demand18,truck28,280.07361001627555,1
demand18,truck29,250.45101477046936,4
demand18,truck33,365.51612389523234,0
demand18,truck34,301.7319298337927,0
demand18,truck36,315.63761574636817,0
demand18,truck37,345.75966001985427,0
demand18,truck43,426.09069466373643,0
demand18,truck45,415.02337741819497,0
demand18,truck52,105.19949988180623,15
demand18,truck53,75.9810129890997,15
demand18,truck54,177.95768827513578,9
demand18,truck44,211.11269835424002,7
demand18,truck55,414.4957081068912,0
demand19,truck0,356.5155342393721,0
demand19,truck6,287.24408813350277,1
demand19,truck12,262.68958843376055,4
demand19,truck14,138.52075412785206,16
demand19,truck15,148.82027011079208,15
demand19,truck16,202.38620781929112,10
demand19,truck19,325.7777817295251,0
demand19,truck20,364.50898686677004,0
demand19,truck23,82.4725346209999,20
demand19,truck26,154.92438810087572,15
demand19,truck28,249.8482825290049,5
demand19,truck29,260.9246353968907,4
demand19,truck33,375.98974452165373,0
demand19,truck34,312.2055504602141,0
demand19,truck36,326.11123637278956,0
demand19,truck37,315.5343325325836,0
demand19,truck43,436.5643152901578,0
demand19,truck45,425.49699804461636,0
demand19,truck52,115.67312050822767,18
demand19,truck53,86.45463361552113,20
demand19,truck54,188.4313089015572,11
demand19,truck44,221.58631898066142,8
demand19,truck55,424.9693287333126,0
demand20,truck0,412.7644175329536,0
demand20,truck6,343.4929714270843,0
demand20,truck12,235.95321416931358,8
demand20,truck14,194.76963742143354,13
demand20,truck15,122.08389584634513,22
demand20,truck16,148.93651249898173,19
demand20,truck19,272.3280864092157,3
demand20,truck20,311.05929154646066,0
demand20,truck23,138.98464014513195,20
demand20,truck26,203.70461640684675,12
demand20,truck28,237.09753532238756,8
demand20,truck29,207.47494007658136,12
demand20,truck33,322.54004920134435,0
demand20,truck34,258.7558551399047,5
demand20,truck36,272.6615410524802,3
demand20,truck37,302.78358532596627,0
demand20,truck43,383.11461996984843,0
demand20,truck45,372.047302724307,0
demand20,truck52,62.22342518791825,25
demand20,truck53,59.7182593510742,25
demand20,truck54,134.98161358124779,21
demand20,truck44,168.13662366035203,16
demand20,truck55,371.5196334130032,0
demand24,truck0,631.7178780640972,0
demand24,truck6,562.4464319582279,0
demand24,truck12,437.19586219122556,0
demand24,truck14,413.7230979525771,0
demand24,truck15,341.03735637748866,0
demand24,truck16,255.84838026521288,2
demand24,truck19,137.5661574246974,8
demand24,truck20,101.08594268069051,10
demand24,truck23,424.6134771030092,0
demand24,truck26,434.52057427811246,0
demand24,truck28,337.4397852119216,0
demand24,truck29,257.19548198580384,2
demand24,truck33,199.67819292136815,5
demand24,truck34,255.17855318761818,2
demand24,truck36,322.3820829617027,0
demand24,truck37,403.12583521550033,0
demand24,truck43,431.99252824918204,0
demand24,truck45,297.32940006417124,0
demand24,truck52,319.24824113661055,0
demand24,truck53,345.34709630895145,0
demand24,truck54,246.63493722996552,3
demand24,truck44,217.85716556957453,4
demand24,truck55,296.80173075286746,0
demand27,truck0,544.1351761621822,0
demand27,truck6,474.8637300563129,0
demand27,truck12,468.3207264838446,0
demand27,truck14,326.14039605066216,0
demand27,truck15,354.45140816087616,0
demand27,truck16,270.1348288114935,8
demand27,truck19,358.7314186617555,0
demand27,truck20,384.0651228629806,0
demand27,truck23,270.09217654380996,8
demand27,truck26,195.56548286300733,29
demand27,truck28,98.48469379681644,55
demand27,truck29,120.12375459770914,49
demand27,truck33,271.3912017650737,8
demand27,truck34,207.60700770363403,25
demand27,truck36,185.31035557360795,32
demand27,truck37,164.1707438003952,37
demand27,truck43,295.76343449097624,1
demand27,truck45,320.8984552880363,0
demand27,truck52,265.98691649326435,9
demand27,truck53,292.08577166560525,2
demand27,truck54,193.37361258661932,29
demand27,truck44,164.59584092622836,37
demand27,truck55,320.3707859767325,0
demand28,truck0,394.2373860324099,0
demand28,truck6,324.9659399265406,0
demand28,truck12,352.94203399633216,0
demand28,truck14,176.2426059208899,28
demand28,truck15,252.39649288569262,11
demand28,truck16,303.4432020573736,0
demand28,truck19,426.8347759676076,0
demand28,truck20,465.56598110485254,0
demand28,truck23,120.19438641403774,40
demand28,truck26,79.48436242376299,45
demand28,truck28,174.40825685189216,28
demand28,truck29,251.9623688127981,11
demand28,truck33,403.22981598016264,0
demand28,truck34,339.445621918723,0
demand28,truck36,316.191650637214,0
demand28,truck37,240.0943068554709,13
demand28,truck43,426.6447295545823,0
demand28,truck45,452.73706950312527,0
demand28,truck52,216.7301147463101,19
demand28,truck53,190.0308563904217,25
demand28,truck54,289.48830313963964,2
demand28,truck44,296.43445514131736,1
demand28,truck55,452.2094001918215,0
demand31,truck0,456.4013303998069,0
demand31,truck6,387.1298842939376,0
demand31,truck12,415.10597836372915,0
demand31,truck14,238.40655028828687,18
demand31,truck15,314.56043725308956,0
demand31,truck16,331.79047673424265,0
demand31,truck19,455.18205064447665,0
demand31,truck20,493.9132557817216,0
demand31,truck23,182.35833078143472,35
demand31,truck26,107.83163710063205,58
demand31,truck28,202.75553152876122,29
demand31,truck29,280.3096434896671,6
demand31,truck33,397.2576714425763,0
demand31,truck34,333.47347738113666,0
demand31,truck36,266.73026342780577,10
demand31,truck37,190.6329196460627,33
demand31,truck43,377.183342345174,0
demand31,truck45,446.7649249655389,0
demand31,truck52,245.07738942317917,16
demand31,truck53,252.19480075781868,14
demand31,truck54,317.8355778165087,0
demand31,truck44,324.7817298181864,0
demand31,truck55,446.2372556542351,0
demand32,truck0,519.9614141988006,0
demand32,truck6,450.68996809293134,0
demand32,truck12,478.6660621627228,0
demand32,truck14,301.9666340872806,0
demand32,truck15,378.1205210520833,0
demand32,truck16,392.83938409987024,0
demand32,truck19,481.4359739501323,0
demand32,truck20,506.7696781513573,0
demand32,truck23,245.91841458042845,12
demand32,truck26,171.3917208996258,29
demand32,truck28,165.2741979251799,30
demand32,truck29,242.82830988608583,13
demand32,truck33,311.23601872211196,0
demand32,truck34,247.45182466067232,12
demand32,truck36,180.70861070734145,27
demand32,truck37,104.61126692559839,44
demand32,truck43,291.16168962470977,2
demand32,truck45,360.7432722450746,0
demand32,truck52,308.63747322217296,0
demand32,truck53,315.7548845568124,0
demand32,truck54,316.07816787499604,0
demand32,truck44,287.3003962146051,3
demand32,truck55,360.2156029337708,0
demand33,truck0,548.9926704345888,0
demand33,truck6,479.7212243287195,0
demand33,truck12,478.47156393595293,0
demand33,truck14,330.99789032306876,0
demand33,truck15,364.60224561298446,0
demand33,truck16,330.90737424391335,0
demand33,truck19,419.5039640941754,0
demand33,truck20,444.8376682954005,0
demand33,truck23,274.9496708162165,3
demand33,truck26,200.42297713541387,10
demand33,truck28,103.34218806922301,20
demand33,truck29,180.89630003012897,12
demand33,truck33,303.84593358677927,0
demand33,truck34,240.06173952533962,6
demand33,truck36,173.31852557200872,13
demand33,truck37,97.22118179026566,20
demand33,truck43,283.771604489377,2
demand33,truck45,353.3531871097419,0
demand33,truck52,276.13775394537265,2
demand33,truck53,302.23660911771356,0
demand33,truck54,254.14615801903918,5
demand33,truck44,225.36838635864822,7
demand33,truck55,352.8255177984381,0
demand37,truck0,758.1354379012452,0
demand37,truck6,688.8639917953758,0
demand37,truck12,581.39494334738,0
demand37,truck14,540.140657789725,0
demand37,truck15,467.5256250244116,0
demand37,truck16,383.20904567502896,0
demand37,truck19,397.89762719147274,0
demand37,truck20,422.9903831991439,0
demand37,truck23,484.09243828287276,0
demand37,truck26,409.56574460207014,0
demand37,truck28,312.4849555358793,0
demand37,truck29,233.19797146124452,13
demand37,truck33,226.54110423617988,15
demand37,truck34,233.89751088258947,13
demand37,truck36,170.74441517335453,26
demand37,truck37,251.82202453629782,10
demand37,truck43,121.05034164542775,36
demand37,truck45,120.57649586344071,36
demand37,truck52,379.0611333567998,0
demand37,truck53,405.1599885291407,0
demand37,truck54,306.44782945015476,0
demand37,truck44,277.6700577897638,4
demand37,truck55,145.1683225688168,31
demand40,truck0,774.7461872563223,0
demand40,truck6,705.4747411504529,0
demand40,truck12,597.934983892682,0
demand40,truck14,556.7514071448021,0
demand40,truck15,484.0656655697136,0
demand40,truck16,399.7490862203309,0
demand40,truck19,364.14817969478855,0
demand40,truck20,389.2409357024597,0
demand40,truck23,500.9664098685004,0
demand40,truck26,463.2654423414566,0
demand40,truck28,366.18465327526576,0
demand40,truck29,285.940350049148,4
demand40,truck33,192.7916567394957,27
demand40,truck34,200.1480633859053,25
demand40,truck36,228.41182832902152,18
demand40,truck37,309.4894376919648,0
demand40,truck43,123.0247937487199,44
demand40,truck45,86.82704836675653,50
demand40,truck52,395.6011739021018,0
demand40,truck53,421.7000290744427,0
demand40,truck54,322.9878699954567,0
demand40,truck44,294.21009833506577,1
demand40,truck55,111.41887507213262,47
demand41,truck0,640.080804715939,0
demand41,truck6,570.8093586100697,0
demand41,truck12,589.0955290468153,0
demand41,truck14,422.086024604419,0
demand41,truck15,475.22621072384686,0
demand41,truck16,441.5313393547758,0
demand41,truck19,529.8240340863505,0
demand41,truck20,554.9167900940216,0
demand41,truck23,366.0378050975668,0
demand41,truck26,291.51111141676415,3
demand41,truck28,213.96615318008543,28
demand41,truck29,291.52026514099134,3
demand41,truck33,358.4675111310576,0
demand41,truck34,296.10771312408,1
demand41,truck36,229.36449917074913,23
demand41,truck37,153.30322218050392,48
demand41,truck43,179.67042564282232,39
demand41,truck45,252.50290275831844,15
demand41,truck52,386.76171905623505,0
demand41,truck53,412.86057422857596,0
demand41,truck54,364.7701231299016,0
demand41,truck44,335.99235146951065,0
demand41,truck55,277.09472946369453,7
demand43,truck0,593.4594292508041,0
demand43,truck6,524.1879831449347,0
demand43,truck12,552.1640772147264,0
demand43,truck14,375.464649139284,0
demand43,truck15,451.6185361040867,0
demand43,truck16,468.8485755852397,0
demand43,truck19,592.2401494954736,0
demand43,truck20,630.9713546327187,0
demand43,truck23,319.4164296324318,0
demand43,truck26,244.88973595162918,12
demand43,truck28,339.81363037975837,0
demand43,truck29,417.3677423406643,0
demand43,truck33,484.55586886167424,0
demand43,truck34,422.19607085469664,0
demand43,truck36,355.45285690136575,0
demand43,truck37,279.39157991112046,5
demand43,truck43,289.54307653977867,2
demand43,truck45,378.591260488935,0
demand43,truck52,382.1354882741763,0
demand43,truck53,389.25289960881577,0
demand43,truck54,454.89367666750576,0
demand43,truck44,461.8398286691836,0
demand43,truck55,403.18308719431116,0
demand45,truck0,523.458329009546,0
demand45,truck6,454.1868829036766,0
demand45,truck12,482.16297697346806,0
demand45,truck14,305.46354889802586,0
demand45,truck15,381.61743586282853,0
demand45,truck16,398.8474753439816,0
demand45,truck19,522.2390492542156,0
demand45,truck20,560.9702543914607,0
demand45,truck23,249.41532939117369,18
demand45,truck26,174.88863571037103,44
demand45,truck28,269.8125301385002,11
demand45,truck29,347.36664209940614,0
demand45,truck33,416.6238683780903,0
demand45,truck34,352.8396743166507,0
demand45,truck36,286.0964603633198,5
demand45,truck37,209.9991165815767,32
demand45,truck43,308.3208645558392,0
demand45,truck45,381.1533416713353,0
demand45,truck52,312.1343880329182,0
demand45,truck53,319.2517993675576,0
demand45,truck54,384.8925764262477,0
demand45,truck44,391.83872842792545,0
demand45,truck55,405.74516837671143,0
demand46,truck0,505.0421666802924,0
demand46,truck6,435.7707205744231,0
demand46,truck12,463.7468146442146,0
demand46,truck14,287.04738656877237,1
demand46,truck15,363.20127353357503,0
demand46,truck16,380.43131301472806,0
demand46,truck19,503.82288692496206,0
demand46,truck20,542.5540920622071,0
demand46,truck23,230.9991670619202,5
demand46,truck26,156.47247338111754,11
demand46,truck28,251.39636780924673,4
demand46,truck29,328.95047977015264,0
demand46,truck33,398.20770604883677,0
demand46,truck34,334.42351198739715,0
demand46,truck36,267.68029803406625,2
demand46,truck37,191.58295425232313,8
demand46,truck43,306.9579280690167,0
demand46,truck45,379.7904051845128,0
demand46,truck52,293.71822570366464,0
demand46,truck53,300.8356370383041,0
demand46,truck54,366.4764140969941,0
demand46,truck44,373.42256609867195,0
demand46,truck55,404.38223188988894,0
demand47,truck0,720.8297178041361,0
demand47,truck6,651.5582716982667,0
demand47,truck12,544.018514440496,0
demand47,truck14,502.83493769261594,0
demand47,truck15,430.1491961175275,0
demand47,truck16,345.8326167681448,0
demand47,truck19,262.0877566227621,4
demand47,truck20,287.1805126304332,1
demand47,truck23,447.0499404163143,0
demand47,truck26,409.34897288927056,0
demand47,truck28,312.2681838230797,0
demand47,truck29,232.023880596962,7
demand47,truck33,90.7312336674692,20
demand47,truck34,146.2315939337192,15
demand47,truck36,214.0168861323768,9
demand47,truck37,295.0944954953201,0
demand47,truck43,249.6209672621968,5
demand47,truck45,114.95783907718605,19
demand47,truck52,341.68470444991567,0
demand47,truck53,367.7835596222566,0
demand47,truck54,269.0714005432706,3
demand47,truck44,240.2936288828797,6
demand47,truck55,114.43016976588224,19
demand49,truck0,718.4446271902212,0
demand49,truck6,649.1731810843519,0
demand49,truck12,541.704132636356,0
demand49,truck14,500.44984707870105,0
demand49,truck15,427.83481431338754,0
demand49,truck16,343.5182349640049,0
demand49,truck19,432.1148248142669,0
demand49,truck20,457.44852901549194,0
demand49,truck23,444.4016275718488,0
demand49,truck26,369.87493389104617,0
demand49,truck28,272.7941448248553,9
demand49,truck29,193.5071607502205,35
demand49,truck33,261.581012477101,12
demand49,truck34,197.79681841566136,33
demand49,truck36,131.0536044623305,55
demand49,truck37,212.1312138252738,29
demand49,truck43,138.28538048054023,53
demand49,truck45,211.11785759603632,29
demand49,truck52,339.37032264577573,0
demand49,truck53,365.46917781811663,0
demand49,truck54,266.7570187391307,11
demand49,truck44,237.97924707873975,20
demand49,truck55,235.70968430141238,21
demand50,truck0,481.5389152824663,0
demand50,truck6,412.267469176597,0
demand50,truck12,304.7277119188263,0
demand50,truck14,263.5441351709463,4
demand50,truck15,190.85839359585782,11
demand50,truck16,189.10698923930937,11
demand50,truck19,312.4985631495434,0
demand50,truck20,351.2297682867883,0
demand50,truck23,207.75913789464462,9
demand50,truck26,155.46007462278334,14
demand50,truck28,188.85299353832414,11
demand50,truck29,247.64541681690903,5
demand50,truck33,362.710525941672,0
demand50,truck34,298.9263318802324,0
demand50,truck36,312.83201779280785,0
demand50,truck37,254.53904354190288,5
demand50,truck43,423.2850967101761,0
demand50,truck45,412.21777946463465,0
demand50,truck52,102.39390192824591,20
demand50,truck53,128.49275710058686,17
demand50,truck54,175.15209032157546,12
demand50,truck44,208.3071004006797,9
demand50,truck55,411.69011015333086,0
demand51,truck0,488.1896971669914,0
demand51,truck6,418.9182510611221,0
demand51,truck12,291.4455726772676,2
demand51,truck14,277.6091213892979,5
demand51,truck15,204.92337981420948,21
demand51,truck16,119.73440370193367,41
demand51,truck19,132.53971055649282,38
demand51,truck20,171.27091569373786,29
demand51,truck23,310.64313611389906,0
demand51,truck26,346.7590913664289,0
demand51,truck28,313.41355920947495,0
demand51,truck29,233.1692559833572,15
demand51,truck33,306.98044480755004,0
demand51,truck34,284.45017104668057,3
demand51,truck36,298.355856959256,0
demand51,truck37,379.09960921305367,0
demand51,truck43,408.8089358766243,0
demand51,truck45,397.7416186310828,0
demand51,truck52,205.27790014750036,21
demand51,truck53,231.37675531984135,15
demand51,truck54,160.67592948802363,31
demand51,truck44,193.83093956712787,24
demand51,truck55,397.21394931977903,0
demand52,truck0,259.44555667059757,2
demand52,truck6,190.1741105647283,5
demand52,truck12,104.96400961660672,10
demand52,truck14,175.6802401758857,6
demand52,truck15,146.717616758321,8
demand52,truck16,226.79753161884724,4
demand52,truck19,349.2854774645727,0
demand52,truck20,371.20949815709463,0
demand52,truck23,236.11260145922952,3
demand52,truck26,308.5644549391053,0
demand52,truck28,403.4883493672345,0
demand52,truck29,374.1549711973497,0
demand52,truck33,489.2200803221127,0
demand52,truck34,425.4358862606731,0
demand52,truck36,439.34157217324855,0
demand52,truck37,469.1743993708132,0
demand52,truck43,549.7946510906169,0
demand52,truck45,538.7273338450753,0
demand52,truck52,228.90345630868657,4
demand52,truck53,199.68496941598005,5
demand52,truck54,301.6616447020161,0
demand52,truck44,334.81665478112035,0
demand52,truck55,538.1996645337715,0
