demand_node_index,truck_node_index,distance,scaled_demand
demand18,truck35,292.5535482440737,2
demand18,truck36,315.63761574636817,0
demand18,truck42,400.5027397832191,0
demand18,truck43,426.09069466373643,0
demand18,truck48,539.7320305289412,0
demand18,truck49,512.7252454594407,0
demand18,truck52,105.19949988180623,44
demand18,truck54,177.95768827513578,27
demand18,truck44,211.11269835424002,20
demand18,truck56,316.58530597288876,0
demand19,truck0,356.5155342393721,0
demand19,truck6,287.24408813350277,1
demand19,truck9,226.04719098476488,6
demand19,truck14,138.52075412785206,12
demand19,truck19,325.7777817295251,0
demand19,truck26,154.92438810087572,11
demand19,truck27,191.1897009976063,8
demand19,truck33,375.98974452165373,0
demand19,truck35,303.0271688704951,0
demand19,truck36,326.11123637278956,0
demand19,truck42,410.9763604096405,0
demand19,truck43,436.5643152901578,0
demand19,truck48,550.2056511553626,0
demand19,truck49,523.198866085862,0
demand19,truck52,115.67312050822767,14
demand19,truck54,188.4313089015572,8
demand19,truck44,221.58631898066142,6
demand19,truck56,327.05892659931015,0
demand20,truck0,412.7644175329536,0
demand20,truck6,343.4929714270843,0
demand20,truck9,199.31081672031792,13
demand20,truck14,194.76963742143354,13
demand20,truck19,272.3280864092157,3
demand20,truck26,203.70461640684675,12
demand20,truck27,178.43895379098896,15
demand20,truck33,322.54004920134435,0
demand20,truck35,249.57747355018574,6
demand20,truck36,272.6615410524802,3
demand20,truck42,357.5266650893311,0
demand20,truck43,383.11461996984843,0
demand20,truck48,496.75595583505327,0
demand20,truck49,469.7491707655527,0
demand20,truck52,62.22342518791825,25
demand20,truck54,134.98161358124779,21
demand20,truck44,168.13662366035203,16
demand20,truck56,273.60923127900077,3
demand21,truck0,462.1537035285666,0
demand21,truck6,392.8822574226973,0
demand21,truck9,248.70010271593094,12
demand21,truck14,244.15892341704657,13
demand21,truck19,209.67577963991633,20
demand21,truck26,231.1179788262146,15
demand21,truck27,205.8523162103568,21
demand21,truck33,349.57915119584084,0
demand21,truck35,276.6165755446822,5
demand21,truck36,299.70064304697667,0
demand21,truck42,384.5657670838276,0
demand21,truck43,410.1537219643449,0
demand21,truck48,523.7950578295498,0
demand21,truck49,496.7882727600492,0
demand21,truck52,89.63678760728611,45
demand21,truck54,162.02071557574428,31
demand21,truck44,195.17572565484852,24
demand21,truck56,299.64105173179775,0
demand22,truck0,547.9549056047631,0
demand22,truck6,478.68345949889374,0
demand22,truck9,333.5976767276189,0
demand22,truck14,329.960125493243,0
demand22,truck19,184.89071466043794,3
demand22,truck26,355.8592810465886,0
demand22,truck27,330.59361843073077,0
demand22,truck33,253.34248225981491,1
demand22,truck35,220.63672222788438,2
demand22,truck36,243.7207897301788,1
demand22,truck42,328.5859137670298,0
demand22,truck43,354.1738686475471,0
demand22,truck48,455.9532396547547,0
demand22,truck49,428.9464545852542,0
demand22,truck52,240.58694790508665,1
demand22,truck54,167.97364399844164,3
demand22,truck44,139.19587233805066,4
demand22,truck56,168.8670201006391,3
demand24,truck0,631.7178780640972,0
demand24,truck6,562.4464319582279,0
demand24,truck9,400.5534647422299,0
demand24,truck14,413.7230979525771,0
demand24,truck19,137.5661574246974,24
demand24,truck26,434.52057427811246,0
demand24,truck27,409.25491166225464,0
demand24,truck33,199.67819292136815,15
demand24,truck35,299.2980154594082,0
demand24,truck36,322.3820829617027,0
demand24,truck42,406.4045733686647,0
demand24,truck43,431.99252824918204,0
demand24,truck48,402.28895031630793,0
demand24,truck49,375.2821652468074,0
demand24,truck52,319.24824113661055,0
demand24,truck54,246.63493722996552,8
demand24,truck44,217.85716556957453,12
demand24,truck56,115.20273076219235,28
demand28,truck0,394.2373860324099,0
demand28,truck6,324.9659399265406,0
demand28,truck9,329.04724244459015,0
demand28,truck14,176.2426059208899,31
demand28,truck19,426.8347759676076,0
demand28,truck26,79.48436242376299,50
demand28,truck27,115.74967532049355,46
demand28,truck33,403.22981598016264,0
demand28,truck35,294.06490228640246,1
demand28,truck36,316.191650637214,0
demand28,truck42,401.05677467406497,0
demand28,truck43,426.6447295545823,0
demand28,truck48,577.4457226138716,0
demand28,truck49,550.438937544371,0
demand28,truck52,216.7301147463101,21
demand28,truck54,289.48830313963964,3
demand28,truck44,296.43445514131736,1
demand28,truck56,401.9070627599661,0
demand41,truck0,640.080804715939,0
demand41,truck6,570.8093586100697,0
demand41,truck9,552.4531315978196,0
demand41,truck14,422.086024604419,0
demand41,truck19,529.8240340863505,0
demand41,truck26,291.51111141676415,1
demand41,truck27,285.78127963041845,1
demand41,truck33,358.4675111310576,0
demand41,truck35,250.72699349175952,5
demand41,truck36,229.36449917074913,7
demand41,truck42,154.082470762305,15
demand41,truck43,179.67042564282232,12
demand41,truck48,377.21155586906474,0
demand41,truck49,350.2047707995642,0
demand41,truck52,386.76171905623505,0
demand41,truck54,364.7701231299016,0
demand41,truck44,335.99235146951065,0
demand41,truck56,440.92011577591813,0
demand44,truck0,616.4529129175122,0
demand44,truck6,547.1814668116428,0
demand44,truck9,551.2627693296923,0
demand44,truck14,398.45813280599214,0
demand44,truck19,544.7180301798078,0
demand44,truck26,267.88321961833725,4
demand44,truck27,300.67527572387576,0
demand44,truck33,373.361507224515,0
demand44,truck35,265.6209895852168,4
demand44,truck36,244.25849526420646,7
demand44,truck42,168.97646685576234,16
demand44,truck43,194.56442173627966,13
demand44,truck48,392.10555196252204,0
demand44,truck49,365.0987668930215,0
demand44,truck52,401.65571514969236,0
demand44,truck54,379.6641192233589,0
demand44,truck44,350.88634756296796,0
demand44,truck56,455.8141118693755,0
demand46,truck0,505.0421666802924,0
demand46,truck6,435.7707205744231,0
demand46,truck9,439.85202309247256,0
demand46,truck14,287.04738656877237,2
demand46,truck19,503.82288692496206,0
demand46,truck26,156.47247338111754,25
demand46,truck27,192.7377862778481,19
demand46,truck33,398.20770604883677,0
demand46,truck35,289.0427923550766,2
demand46,truck36,267.68029803406625,6
demand46,truck42,281.3699731884994,3
demand46,truck43,306.9579280690167,0
demand46,truck48,504.4990582952591,0
demand46,truck49,477.49227322575854,0
demand46,truck52,293.71822570366464,1
demand46,truck54,366.4764140969941,0
demand46,truck44,373.42256609867195,0
demand46,truck56,478.8951737173207,0
demand49,truck0,718.4446271902212,0
demand49,truck6,649.1731810843519,0
demand49,truck9,505.06173518736034,0
demand49,truck14,500.44984707870105,0
demand49,truck19,432.1148248142669,0
demand49,truck26,369.87493389104617,0
demand49,truck27,344.60927127518835,0
demand49,truck33,261.581012477101,1
demand49,truck35,152.41609878334089,4
demand49,truck36,131.0536044623305,4
demand49,truck42,112.69742560002288,5
demand49,truck43,138.28538048054023,4
demand49,truck48,335.8265107067826,0
demand49,truck49,308.81972563728203,0
demand49,truck52,339.37032264577573,0
demand49,truck54,266.7570187391307,1
demand49,truck44,237.97924707873975,2
demand49,truck56,343.45185469738846,0
demand51,truck0,488.1896971669914,0
demand51,truck6,418.9182510611221,0
demand51,truck9,254.80317522827193,8
demand51,truck14,277.6091213892979,4
demand51,truck19,132.53971055649282,29
demand51,truck26,346.7590913664289,0
demand51,truck27,321.49342875057107,0
demand51,truck33,306.98044480755004,0
demand51,truck35,275.2717894569615,4
demand51,truck36,298.355856959256,0
demand51,truck42,383.22098099610696,0
demand51,truck43,408.8089358766243,0
demand51,truck48,509.59120220248985,0
demand51,truck49,482.5844171329893,0
demand51,truck52,205.27790014750036,17
demand51,truck54,160.67592948802363,24
demand51,truck44,193.83093956712787,19
demand51,truck56,222.50498264837424,14
demand52,truck0,259.44555667059757,9
demand52,truck6,190.1741105647283,25
demand52,truck9,68.32161216761105,45
demand52,truck14,175.6802401758857,28
demand52,truck19,349.2854774645727,0
demand52,truck26,308.5644549391053,0
demand52,truck27,344.82976783583587,0
demand52,truck33,489.2200803221127,0
demand52,truck35,416.25750467095406,0
demand52,truck36,439.34157217324855,0
demand52,truck42,524.2066962100995,0
demand52,truck43,549.7946510906169,0
demand52,truck48,663.4359869558216,0
demand52,truck49,636.429201886321,0
demand52,truck52,228.90345630868657,16
demand52,truck54,301.6616447020161,0
demand52,truck44,334.81665478112035,0
demand52,truck56,439.2507495564541,0
